step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-2.001490	-1.998133	-1.996066	0.135134	0.135588	0.135869	0.052135304920375346	2.6337448559670777e-05	0.13558749854564667
240	-2.001348	-1.997551	-1.995055	0.135153	0.135667	0.136006	0.052076810784637925	2.6337448559670777e-05	0.13566699624061584
360	-2.000355	-1.997223	-1.994499	0.135287	0.135712	0.136082	0.05204628203064203	2.6337448559670777e-05	0.13571178913116455
480	-2.000737	-1.997194	-1.994102	0.135236	0.135716	0.136136	0.052049301005899905	2.6337448559670777e-05	0.13571517169475555
600	-2.001555	-1.997146	-1.993880	0.135125	0.135722	0.136166	0.05204252135008573	2.6337448559670777e-05	0.13572204113006592
720	-2.002255	-1.996987	-1.992937	0.135030	0.135744	0.136294	0.05202305838465691	2.6337448559670777e-05	0.13574443757534027
840	-2.001186	-1.996370	-1.992267	0.135175	0.135828	0.136386	0.051973138749599454	2.6337448559670777e-05	0.13582727313041687
960	-2.001061	-1.996063	-1.991231	0.135192	0.135870	0.136527	0.05194341670721769	1.7558299039780518e-05	0.13586948812007904
1080	-2.001025	-1.995694	-1.989930	0.135197	0.135920	0.136705	0.051917221210896966	2.6337448559670777e-05	0.13591916859149933
1200	-2.001527	-1.995495	-1.989564	0.135129	0.135947	0.136755	0.05189397968351841	1.7558299039780518e-05	0.13594694435596466
1320	-2.001980	-1.995329	-1.989133	0.135068	0.135970	0.136814	0.05187598895281553	2.6337448559670777e-05	0.13597017526626587
1440	-2.002507	-1.994851	-1.988390	0.134996	0.136035	0.136916	0.051837723888456824	2.6337448559670777e-05	0.13603425025939941
1560	-2.001618	-1.994668	-1.987833	0.135116	0.136060	0.136992	0.051817374490201476	1.7558299039780518e-05	0.13605982065200806
1680	-2.001386	-1.994305	-1.987423	0.135148	0.136110	0.137048	0.051787146180868146	1.7558299039780518e-05	0.13610921800136566
1800	-2.002231	-1.993716	-1.986489	0.135034	0.136190	0.137176	0.05173966474831104	2.6337448559670777e-05	0.13618865609169006
